symbol,content
VPG,"Vishay Precision Group, Inc. designs, manufactures and markets components based on its resistive foil technology, sensors and sensor-based systems specializing in the markets of stress, force, weight, pressure and current measurements. The company operates through three reporting segments: Foil Technology Products, Force Sensors and Weighing &amp; Control Systems. The Foil Technology Products segment includes precision foil resistors and strain gages. The Force Sensors segment is comprised of transducers, load cells and modules. The Weighing &amp; Control Systems segment is comprised of instruments, complete systems for on-board weighing and overload monitor systems. Vishay Precision Group was founded on August 28, 2009 and is headquartered in Malvern, PA."
VRA,"Vera Bradley, Inc. designs, produces, markets and retails accessories for women. Its products include handbags, accessories and travel and leisure items. It operates through the Direct and Indirect segments. The Direct segment consists of the sales of Vera Bradley products through full-price and outlet stores. The Indirect segment handles the sales of Vera Bradley products to specialty retailers, which are located in the United States. It also offers accessories, which includes wallets, wristlets, eyeglass cases, cosmetics cases, paper and gift products. The company was founded by Barbara Bradley Baekgaard &amp; Patricia R. Miller in 1982 and is headquartered in Roanoke, IN."
VRML,"Vermillion, Inc. engages in the provision of bio-analytic and diagnostic services. It offers pelvic mass assessment, serum testing, and ovarian mass testing. The company was founded on December 9, 1993 and is headquartered in Austin, TX."
VRNS,"Varonis Systems, Inc. provides innovative software platform that allows enterprises to map, analyze, manage and migrate their unstructured data. It operates through the following segments: United States, EMEA, and Rest of the World. The firm specializes in human-generated data, a type of unstructured data that includes an enterprise&#x27;s spreadsheets, word processing documents, presentations, audio files, video files, emails, text messages and any other data created by employees. Its proprietary Metadata Framework technology enables enterprises to access actionable insights from their human-generated data by intelligently extracting critical metadata, or data about data, from an organization&#x27;s IT infrastructure and constructing a map of functional relationships among employees, data objects, content and usage through this contextual information. The company was founded by Yaki Faitelson and Ohad Korkus on November 3, 2004 and is headquartered in New York, NY."
VRNT,"Verint Systems, Inc. engages in the provision of actionable intelligence. It operates through the following segments: Enterprise Intelligence Solutions, Cyber Intelligence Solutions, and Video and Situation Intelligence Solutions. The Enterprise Intelligence segment includes solutions for customer analytics, engagement management, and workforce optimization. The Cyber Intelligence Solutions segment addresses the security intelligence market. The Video and Situation Intelligence Solutions segment handles the fraud, risk, and compliance market. The company was founded in February 1994 and is headquartered in Melville, NY."
VRS,"Verso Corp. produces and supplies coated paper and products. It offers papers ranging from web, coated, digital, specialty and book, to supercalendered and uncoated. The firm&#x27;s printing papers are designed primarily for commercial printing, media and marketing applications, including magazines, catalogs, books, direct mail, corporate collateral and retail inserts. The company was founded on August 1, 2006 and is headquartered in Memphis, TN."
VRSK,"Verisk Analytics, Inc. operates as a holding company, which provides information about risk to professionals in insurance, healthcare, financial, government, supply chain, and risk management. It operates through the Decision Analytics and Risk Assessment segments. The Decision Analytics segment serves customers in a variety of industries with tools that help them make informed decisions about managing their assets and the associated risk. The Risk Assessment segment provides data, software, and information services to property, casualty insurers and reinsurers in the U.S., as well as many international carriers. It also sells products and services to insurance agents and brokers, insurance associations and service organizations, government agencies, and the risk-management functions of firms in all industries. The company was founded on May 23, 2008 and is headquartered in Jersey City, NJ."
VRSN,"VeriSign, Inc. engages in the provision of domain name registry services and internet security. It operates in a single reportable segment: Registry Services and Network Intelligence and Availability Services. Its registry services ensures security, stability, and resiliency of key internet infrastructure and services, including the .com and .net domains. Its product suite includes Network Intelligence and Availability Services consisting of Distributed Denial of Service Protection Services, Verisign iDefense Security Intelligence Services, and Managed Domain Name System Services. The company was founded by D. James Bidzos on April 12, 1995 and is headquartered in Reston, VA."
VRTA,"Vestin Realty Mortgage I, Inc. operates as a real estate investment trust. It intends to invest in loans secured by real estate through deeds of trust or mortgages. It operates through the Investments in Real Estate Loans and Investments in Real Property segments. The company was founded by Michael V. Shustek on May 24, 2005 and is headquartered in Las Vegas, NV."
VRTU,"Virtusa Corp. provides IT consulting, technology and outsourcing services. The company provides end-to-end information technology services to Forbes Global 2000 companies. It services include IT and business consulting, digital enablement services, user experience design, development of IT applications, maintenance and support services, systems integration, infrastructure and managed services. Virtusa was founded by Krishan A. Canekeratne, Tushara Canekeratne and John Gillis in November 1996 and is headquartered in Westborough, MA."
VRTV,"Veritiv Corp. operates as a holding company, which engages in business-to-business printing, packaging and facility supplies and equipment distribution services to printers, manufacturers, retailers and commercial facilities. It operates through xpedx and Unisource business. Xpedx is a business-to-business printing, packaging and facility supplies and equipment distribution business through its three operating segments, Print, Packaging and Facility Solutions. Xpedx offers an extensive portfolio of nationally recognized, high quality public and private brands of paper, graphics, packaging and facility supplies primarily in the U.S. and Mexico. Unisource is a distributor of printing and business paper products, packaging supplies and equipment, and facility supplies and equipment, primarily in the U.S. and Canada, with additional international operations in Europe, Asia and Latin America. Through its six business units, U.S. Distribution, Canada Distribution, Graphic Communications, Rollsource, PaperPlus and Unisource Global Solutions, Unisource operates in four primary product categories: print, packaging, facility supplies and other. The company was founded on January 28, 2014 and is headquartered in Norcross, GA."
VRTX,"Vertex Pharmaceuticals, Inc. engages in the business of discovering, developing, manufacturing and commercializing small molecule drugs for patients with serious diseases. It focuses on development and commercializing therapies for the treatment of cystic fibrosis; infectious diseases, including viral infections, such as influenza, and bacterial infections; autoimmune diseases, such as rheumatoid arthritis; cancer, inflammatory bowel disease; and neurological disorders, including pain, Huntington&#x27;s disease and multiple sclerosis. The company was founded by Joshua S. Boger in 1989 and is headquartered in Boston, MA."
VSAR,"Versartis, Inc. is an endocrine-focused biopharmaceutical company. It develops long-acting therapeutic proteins for the treatment of endocrine disorders. The company develops new therapeutic proteins utilizing the novel half-life extension technology XTEN. Versartis was founded by Jeffrey L. Cleland, Mark de Boer, Willem Stemmer, Volker Schellenberger, and Joshua Silverman on December 10, 2008 and is headquartered in Redwood City, CA."
VSAT,"ViaSat, Inc. engages in the provision of high-speed fixed and mobile broadband services, advanced satellite and wireless networks and secure networking systems products and services. The company operates its business through the following three segments: Satellite Services, Commercial Networks and Government Systems. The Satellite Services segment provides retail and wholesale satellite-based broadband Internet services for consumer, enterprise and mobile broadband customers in the United States and also provides a platform for the provision of network management services to domestic and international satellite service providers. The Commercial Networks segment develops and produces end-to-end satellite communication systems and ground networking equipment and products that address consumer, enterprise, in-flight, maritime and ground mobile applications market segments. The Government Systems segment develops and produces network-centric IP-based government communications systems, products, services and solutions, designed to enable the collection and dissemination of secure real-time digital information between command centers, communications nodes and air defense systems. The company was founded by Mark D. Dankberg, Steven R. Hart and Mark J. Miller in May 1986 and is headquartered in Carlsbad, CA."
VSEC,"VSE Corp. engages in the provision of engineering and technical support services. It operates through the following segments: Supply Chain Management Group; Aviation Group; Federal Services Group; and IT, Energy and Management Consulting Group. The Supply Chain Management Group segment distributes vehicle parts and accessories. The Aviation Group segment offers maintenance, repair, and operations services, supply chain solutions, and engine parts and equipment. The Federal Services Group segment includes engineering, industrial, logistics, and legacy equipment sustainment services. The IT, Energy and Management Consulting Group segment provides technical and advisory services to government agencies. The company was founded on January 22, 1959 and is headquartered in Alexandria, VA."
VSH,"Vishay Intertechnology, Inc. engages in the manufacturing and suppling of discrete semiconductors and passive electronic components. Its components are used in electronic devices and equipment, in the industrial, computing, automotive, consumer, telecommunications, military, aerospace, power supplies and medical markets. The company&#x27;s products are categorized into two components: Semiconductor and Passive. The Semiconductor components are used for a wide variety of functions, including power control, power conversion, power management, signal switching, signal routing, signal blocking, signal amplification, two-way data transfer, one-way remote control, and circuit isolation. Semiconductor components are categorized in to three segments: MOSFETs, Diodes, Optoelectronic Components, Resistors &amp; Inductors, and Capacitors. Vishay Intertechnology was founded by Felix Zandman in 1962 and is headquartered in Malvern, PA."
VSI,"Vitamin Shoppe, Inc. is a multi channel specialty retailer and and contract manufacturer of vitamins, minerals, herbs, specialty supplements, sports nutrition and other health and wellness products. The company operates through three business segments: Retail, Direct and Manufacturing. The Retail segment includes vitamin shoppe, super supplements and vitapath retail store formats. The Direct segment consists of internet and catalog formats. The Manufacturing segment consists of Nutri-Force manufacturing operations. Vitamin Shoppe was founded in 1977 and is headquartered in North Bergen, NJ."
VSLR,"Vivint Solar, Inc. engages in the provision of full-service residential solar energy system. It also provides professional consultation, design and engineering, installation, monitoring and services, and referrals. It operates through Residential, and Commercial and Industrial segments. The company was founded by Alex J. Dunn and Todd R. Pedersen on August 12, 2011 and is headquartered in Lehi, UT."
VSR,"Versar, Inc. operates as a global project management company, which provides sustainable solutions to government and commercial clients in construction management, environmental services, munitions response, telecommunications and energy. The company operates through the following segments: Engineering and Construction Management, Environmental Services and Professional Services. The Engineering and Construction Management segment&#x27;s services include master planning; land use planning; space utilization studies; requirements definition and scoping; programming; cost estimates; infrastructure and traffic planning; privatization studies, and other feasibility studies. The Environmental Services segment provides full service environmental solutions and includes its remediation and compliance, exposure and risk assessment, natural resources, unexploded ordnance or military munitions response program, air, greenhouse gas, energy, and cultural resources services. The Professional Services segment provides an array of environmental management, planning and engineering services to the DoD installations and to the U.S. Department of Commerce. Versar was founded by Robert L. Durfee in 1969 and is headquartered in Springfield, VA."
VSTM,"Verastem, Inc. is a clinical biopharmaceutical company, which is focused on discovering and developing drugs to treat cancer by the targeted killing of cancer stem cells. The company is developing small molecule inhibitors of signaling pathways which includes Focal Adhesion Kinase FAK, PI3K/mTOR and Wnt that are critical to cancer stem cell survival and proliferation. Verastem was founded by Richard H. Aldrich, Michelle Dipp, Piyush Gupta, Satish Jindal, Eric S. Lander, Robert F. Weinberg and Christoph H. Westphal on August 4, 2010 and is headquartered in Cambridge, MA."
VSTO,"Vista Outdoor, Inc. engages in the design, manufacture, and marketing of consumer products in the outdoor sports and recreation markets. It operates through the Shooting Sports and Outdoor Product segments. The Shooting Sports segment involves in designs, develops, produces, and sources ammunition and firearms for the hunting and sport shooting enthusiast markets. The Outdoor Product segment includes archery/hunting accessories, global eyewear and sport protection, golf, hydration products, optics, shooting accessories, tactical products, and water sports. The company was founded on August 13, 2014 and is headquartered in Clearfield, UT."
VTL,"Vital Therapies, Inc. engages as a biotherapeutic company, which develops a human hepatic cell-based system for the treatment of acute forms of liver failure. Its product candidate, ELAD System, is a human cell-based bio-artificial liver support system that operates outside the body or extracorporeal. The company was founded in May 2003 and is headquartered in San Diego, CA."
VTNR,"Vertex Energy, Inc. engages in the recycle of industrial waste streams and off-specification commercial chemical products. It focuses on recycling used motor oil and other petroleum by-product streams. The company operates through the following business divisions: Black Oil, Refining &amp; Marketing and Recovery. The Black Oil division is engaged in operations across the entire used motor oil recycling value chain, including collection, aggregation, transportation, storage, refinement, and sales of aggregated feedstock and re-refined products to end users. The Refining &amp; Marketing division is engaged in the aggregation of feedstock, re-refining it into value end products, and selling these products to customers, as well as related transportation and storage activities. The Recovery division engages in the recovery and management of hydrocarbon streams. This division also provides industrial dismantling, demolition, decommissioning, investment recovery and marine salvage services in industrial facilities. The company was founded by Benjamin P. Cowart on May 14, 2008 and is headquartered in Houston, TX."
VTR,"Ventas, Inc. engages in the acquisition and ownership of seniors housing and healthcare properties. It invest in seniors housing and healthcare properties through acquisitions and leases its properties to unaffiliated tenants or operate them through independent third-party managers. The company was founded in 1983 and is headquartered in Chicago, IL."
VUZI,"Vuzix Corp. engages in the design, manufacture, marketing, sale, and supply of wearable display, smart glasses, and augmented reality and virtual reality technology devices known commercially as video eyewear. The company was founded by Paul J. Travers in 1997 and is headquartered in New York, NY."
VVC,"Vectren Corp. operates as an energy holding company. It offers energy-related products and services include infrastructure services, energy services, and energy marketing services throughout the U.S. through its wholly owned subsidiary, Vectren Utility Holdings, Inc. The firm provides energy delivery services to residential, commercial and industrial, and other customers in Indiana and west central Ohio. It operates through following segment groups: Utility Group, Nonutility Group, and Corporate &amp; Other. The Utility Group segment consists of the company&#x27;s regulated operations and other operations that provide information technology and other support services to those regulated operations. The firm segregates its regulated operations into a Gas Utility Services segment and an Electric Utility Services segment. The Gas Utility Services segment provides natural gas distribution and transportation services to Indiana and to West Central Ohio. The Electric Utility Services segment provides electric distribution services primarily to Southwestern Indiana, and includes the power generating and wholesale power operations. The Nonutility Group segment includes activities that are into Infrastructure Services and Energy Services business areas. The Infrastructure Services business provides underground construction and repair to utility infrastructure through its wholly owned subsidiary, Miller Pipeline, LLC and Minnesota Limited, LLC. The Energy Services business provides performance based energy contracting operations and renewable energy services performed through Energy Systems Group LLC. The Corporate &amp; Other Businesses group segment includes a variety of legacy, wholly owned operations and investments that have invested in energy-related opportunities and services, real estate and leveraged leases, among other investments. The company was founded on June 10, 1999 and is headquartered in Evansville, IN."
VVI,"Viad Corp. engages in the provision of marketing services, and travel and recreation services. It operates its business through the following groups: Marketing and Events Group; and Travel and Recreation. The Marketing and Events Group is divided into reportable segments based on geography: The Marketing and Events U.S. Segment and Marketing and Events International Segment. The Marketing and Events U. S. segment has full-service operations in every major exhibition market in the United States. The Marketing and Events International segment includes all foreign operations. The Travel and Recreation group offers tourism products and experiential services, including world-class attractions, hotel and concession operations, transportation services and package tour operations. The company was founded in 1996 and is headquartered in Phoenix, AZ."
VVUS,"VIVUS, Inc. operates as a biopharmaceutical company engages in the development and commercialization of novel therapeutic products. It offers the Qsymia for chronic weight management, as well as STENDRA and SPEDRA for erectile dysfunction. Its development also include Tacrolimus which is for the treatment of Pulmonary Arterial Hypertension. The company was founded by Virgil A. Place on April 16, 1991 and is headquartered in Mountain View, CA."
VWR,"VWR Corp. is a provider of products, services and solutions to laboratory and production facilities. Its services provide innovative, flexible and customized solutions from scientific research services to custom manufactured chemical blends. In addition, the company supports its customers by providing on-site services, storeroom management, product procurement, supply chain systems integration, cleanroom services, scientific services and technical services, including laboratory and furniture design, supply and installation. It provides laboratory products, services and solutions to the global life science, general research and applied markets, which include customers in the Biopharma sector, as well as industries such as agriculture, chemical, environmental, food and beverage, healthcare, microelectronic and petrochemical. The company through its subsidiaries offers portfolios of branded and private label laboratory products and value-added services, including custom manufacturing. Its consumable products offers general laboratory supplies, chemicals, production supplies and safety, life science supplies, healthcare products and science education. Durable Products and Equipment include freezers, centrifuges, scales, furnaces, incubators, photometers, microscopes, chromatographers, mass spectrometers, desks, chairs, cabinets, benches and fume hoods. The Value-Added Services include DNA extraction, bio reactor servicing, cell bank management, lean lab design services, equipment calibration, incubator and biohub management and point of use management. VWR was founded in May 2007 and is headquartered in Radnor, PA."
VZ,"Verizon Communications, Inc. is a holding company, which engages in the provision of broadband and communication services. It operates through the following segments: Wireless and Wireline. The Wireless segment provides wireless communications services and products on a postpaid and prepaid basis which are provided to consumer, business, and government customers. The Wireless segment offers broadband video and data; corporate networking solutions; data center and cloud services; security and managed network services; and local &amp; long distance voice services. The company was founded on June 30, 2000 and is headquartered in New York, NY."
W,"Wayfair, Inc. operates an online home furnishing store. It offers a selection of home furnishings and decor across all styles and price points. The company operates e-commerce business model, which offers visually inspiring browsing, compelling merchandising and easy product discovery for various products across five distinct brands Wayfair.com, Joss &amp; Main, AllModern, DwellStudio and Birch Lane. Wayfair was founded by Steven K. Conine and Niraj S. Shah in May 2002 and is headquartered in Boston, MA."
WAB,"Westinghouse Air Brake Technologies Corp. engages in the provision of value added technology based equipment and services for the global rail industry. It operates through the following segments: Freight and Transit. The Freight Segment manufactures and services components for new and existing locomotives and freight cars; supplies rail control and infrastructure products including electronics, positive train control equipment, and signal design and engineering services; overhauls locomotives; and provides heat exchangers and cooling systems for rail and other industrial markets. The Transit Segment operates as faiveley transport, which manufactures and services components for new and existing passenger transit vehicles, typically regional trains, high speed trains, subway cars, light-rail vehicles and buses; supplies rail control and infrastructure products including electronics, positive train control equipment, and signal design and engineering services; builds new commuter locomotives; and refurbishes passenger transit vehicles. The company was founded in November 1999 and is headquartered in Wilmerding, PA."
WABC,"Westamerica Bancorp operates as a bank holding company. It provides range of banking services to individual and corporate customers in Northern and Central California through its subsidiary bank, Westamerica Bank. The company was founded in 1972 and is headquartered in San Rafael, CA."
WAC,"Walter Investment Management Corp operates as a mortgage banking company, which focuses on the servicing and origination of residential loans, including reverse loans. It operates through the following business segments: Servicing, Originations, Reverse Mortgage, and Other. The Servicing segment consists of operations that perform servicing for third-party credit owners of mortgage loans as well as complementary businesses consisting of an insurance agency serving residential loan borrowers and credit owners and a collections agency that performs collections of post charge-off deficiency balances for third parties. The Originations segment originates and purchases mortgage loans through the consumer originations and consumer direct channels. The Reverse Mortgage segment focuses on the origination or purchase, securitization and servicing of reverse loans. The Other segment consists of assets and liabilities of the Non-Residual Trusts, corporate debt, and asset the firm&#x27;s management business. The company was founded in 1958 and is headquartered in Tampa, FL."
WAFD,"Washington Federal, Inc. operates as a bank holding company for Washington Federal Savings Bank, Inc., which engages in the provision of financial products and services. It offers checking and savings accounts, mortgages, credit cards, retirement, money markets, mobile and online banking, real estate and equipment financing, treasury management, and credit solutions. The company was founded on April 24, 1917 and is headquartered in Seattle, WA."
WAGE,"WageWorks, Inc. engages in the provision of consumer-directed benefits. It offers health card programs, health savings account, pre-tax spending accounts, medical and dental reimbursement arrangements, and transit and parking programs. The company was founded by Clem O&#x27;Donnell and Jon Kessler on January 28, 2000 and is headquartered in San Mateo, CA."
WAIR,"Wesco Aircraft Holdings, Inc. distributes and provides comprehensive supply chain management services to the global aerospace industry. It offers broadest inventory of aerospace parts, comprised of different stock keeping units, including hardware, bearings, tools, electromechanical and interconnect components, fluid fitting systems, seals and machined &amp; fabricated parts. The company also provides point-of-use inventory management, quality assurance, kitting and just-in-time supply chain management services. It operates through the following segments: North America and Rest of World. Wesco Aircraft Holdings was founded by Joshua Jack Snyder in 1953 and is headquartered in Valencia, CA."
WAL,"Western Alliance Bancorp operates as a bank holding company, which engages in the provision of service banking and related services to locally owned businesses, professional firms, real estate developers and investors, local non-profit organization. It includes internet banking, wire transfers, electronic bill payment, lock box services, courier, and cash management services. The company was founded in 1995 and is headquartered in Phoenix, AZ."
WASH,"Washington Trust Bancorp, Inc. is a bank holding company that engages in the provision of financial services, including business banking, personal banking, and wealth management and trust services. It operates through the Commercial Banking and Wealth Management Services segments. The Commercial Banking segment activities include lending, commercial loans, residential real estate mortgages, consumer loans and deposits. The Wealth Management Services segment provides a wealth management services to personal and institutional clients and mutual funds. These services include investment management, financial planning, personal trust services including services as trustee, administrator, custodian and guardian and estate settlement. The company was founded in 1984 and is headquartered in Westerly, RI."
WAT,"Waters Corp. is an analytical instrument manufacturing company, which designs, manufactures, sells and services, high performance liquid chromatography, ultra performance liquid chromatography and mass spectrometry technology systems and support products, including chromatography columns, other consumable products and comprehensive post warranty service plans. It operates through two segments: Waters and TA. The Waters segment designs, manufactures, distributes and services high performance liquid chromatography and ultra performance liquid chromatography instruments, columns and other chemistry consumables that can be integrated and used along with other analytical instruments. The TA Instruments segment designs, manufactures, distributes and services thermal analysis, rheometry and calorimetry instruments. The company was founded by James Logan Waters in 1958 and is headquartered in Milford, MA."
WATT,"Energous Corp. is a development stage company, which engages in the development of technology that enables wireless charging for electronic devices. It focuses on their product, WattUp, a wire-free charging technology. The company was founded by Michael Leabman on October 30, 2012 and is headquartered in San Jose, CA."
WBA,"Walgreens Boots Alliance, Inc. engages in providing drug store services. The company operates through the following segments: Retail Pharmacy USA, Retail Pharmacy International and Pharmaceutical Wholesale. The Retail Pharmacy USA segment engages in pharmacy-led health and beauty retail businesses, which sells its products under brand names Walgreens and Duane Reade. The Retail Pharmacy International segment offers retail stores, which sells products of brands No7, Boots Pharmaceuticals, Botanics, Liz Earle and Soap &amp; Glory. The Pharmaceutical Wholesale segment supplies medicines, other healthcare products and related services to pharmacies, doctors, health centers and hospitals. Walgreens Boots Alliance was founded in December 2014 and is headquartered in Deerfield, IL."
WBB,"Westbury Bancorp, Inc. is a holding company, which through its subsidiary, Westbury Bank, engages in the provision of financial solutions and services. Its activities include the business of attracting retail deposits from the general public and invests those deposits, together with funds generated from operations, and borrowings, in commercial and multifamily real estate loans, one- to four-family residential real estate loans, commercial business loans, and, to a lesser extent, construction loans and consumer loans, including home equity lines of credit and automobile loans. The was founded on August 10, 2012 and is headquartered in West Bend, WI."
WBMD,"WebMD Health Corp. provides health information services to consumers, physicians and other healthcare professionals, employers and health plans through its public and private online portals, mobile platforms and health-focused publications. Its online healthcare information, decision-support applications and communications services enable consumers to obtain detailed information on a particular disease or condition, to locate physicians, to store individual healthcare information, to assess their personal health status, to receive periodic e-newsletters and alerts on topics of individual interest, and to participate in online communities with peers and experts. The company also enables physicians and other healthcare professionals to access clinical reference sources, to stay abreast of the latest clinical information, to learn about new treatment options, to earn continuing medical education and continuing education credit and to communicate with peers. It enables employers and health plans to provide their employees and plan members with access to personalized health and benefit information and decision-support technology that helps them make more informed benefit, provider and treatment choices. The company&#x27;s services include WebMD consumer network, WebMD professional network, WebMD private portal and WebMD magazine. WebMD Health was founded on May 3, 2005 and is headquartered in New York, NY."
WBS,"Webster Financial Corp. operates as a holding company for Webster Bank NA. The company engages in providing financial services to individuals, families and businesses. It offers equipment financing, commercial real estate lending and asset-based lending services. The company operates through the following business segments: Commercial Banking, Community Banking, HSA Bank and Private Banking. The Commercial Banking segment includes middle market, asset-based lending, commercial real estate, equipment finance and treasury and payment solutions, which includes government and institutional banking. The Community Banking segment serves consumer and business banking customers primarily throughout southern New England and into Westchester County, New York. It is comprised of personal banking and business banking supported by a distribution network consisting of banking centers and ATMs, a customer care center, telephone banking and a full range of web and mobile-based banking services. The HSA Bank segment offers health savings accounts, health reimbursement accounts, flexible spending accounts, and other financial solutions for healthcare. The Private Banking segment provides local, full relationship banking that serves high net worth clients, not-for-profit organizations and business clients for asset management, trust, loan, and deposit products and financial planning services. Webster Financial was founded in 1986 and is headquartered in Waterbury, CT."
WCC,"WESCO International, Inc. engages in the provision of electrical, industrial, and communications maintenance, repair &amp; operating, and original equipment manufacturers products, construction materials, and advanced supply chain management and logistics services. Its products include: general electrical and industrial supplies, wire, cable and conduit, data and broadband communications, power distribution equipment, lighting and lighting control systems, control and automation, motors and safety. The company was founded in 1993 and is headquartered in Pittsburgh, PA."
WCG,"WellCare Health Plans, Inc. engages in the provision of government-sponsored managed care services through Medicaid, Medicare Advantage, and Medicare Prescription Drug Plans to families, children, seniors, and individuals with complex medical needs. It operates through the following segments: Medicaid Health Plans, Medicare Health Plans, and Medicare PDPs. The Medicaid Health Plans segment includes plans for beneficiaries of TANF, SSI and ABD programs and other state-based programs that are not part of the Medicaid program, such as CHIP and MLTC. The Medicare Health Plans segment provides a comprehensive array of Part C and Part D benefits to Medicare eligible persons, through the MA plans. The Medicare PDPs segment serves as a plan sponsor offering stand-alone Medicare Part D PDP plans to Medicare-eligible beneficiaries through this segment. The company was founded in May 2002 and is headquartered in Tampa, FL."
WCN,"Waste Connections, Inc. is an integrated municipal solid waste services company, which provides solid waste collection, transfer, disposal and recycling services in mostly exclusive and secondary markets in the U.S. and Canada. It also provides intermodal services for the movement of cargo and solid waste containers in the Pacific Northwest. The company was founded by Ronald J. Mittelstaedt on September 9, 1997 and is headquartered in Vaughan, Canada."
WD,"Walker &amp; Dunlop, Inc. is a holding company, which engages in the provision of financing and investment sales to owners of multifamily and commercial properties. It originates, sell, and service a range of multifamily and other commercial real estate financing products, including multifamily finance, FHA finance, capital markets, and proprietary capital. The company was founded by Oliver Walker and Laird Dunlop in 1937 and is headquartered in Bethesda, MD."
WDAY,"Workday, Inc. engages in the provision of enterprise cloud applications for finance and human resources. It delivers financial management, human capital management and analytics applications designed for the world&#x27;s largest companies, educational institutions, and government agencies. The company was founded by David A. Duffield and Aneel Bhusri in March 2005 and is headquartered in Pleasanton, CA."
WDC,"Western Digital Corp. develops, manufactures and provides data storage devices and solutions, which address the evolving needs of the information technology industry and the infrastructure that enables the proliferation of data in virtually every industry. The company product portfolio includes hard disk drives, solid-state drives marketed under the HGST, WD and G-Technology brands. It also offers mobile drives for the notebook, PC, gaming markets, serial attached small computer system interface drives, peripheral component interconnect express SSDs, home video recorders, home network storage devices, portable, desktop and personal cloud storage. The company was founded by Alvin B. Phillips in 1970 and is headquartered in Irvine, CA."
WDFC,"WD-40 Co. is a marketing organization, which engages in developing and selling products that solve problems in workshops, factories, and homes. Its homecare and cleaning products operates under the following brands: WD-40, 3-IN-ONE, GT85, X-14, 2000 Flushes, Carpet Fresh, no vac, Spot Shot, 1001, Lava and Solvol. The company was founded by Sam Crivello and Norm Bernard Larsen in 1953 and is headquartered in San Diego, CA."
WDR,"Waddell &amp; Reed Financial, Inc. provides investment advisory, investment management, investment product underwriting, distribution and administrative services. It operates its business through three distinct distribution channels: Advisors channel, Wholesale channel and Institutional channel. The Advisors channel focuses on financial planning, serving primarily middle class and mass affluent clients. The Wholesale channels activities include retail fund distribution through brokers and dealers, registered investment advisors and retirement and insurance platforms. The Institutional channel manages assets in a variety of investment styles for a variety of types of institutions. The company was founded in 1937 and is headquartered in Overland Park, KS."
WEC,"WEC Energy Group, Inc. is a holding company, which engages in the generation and distribution of electricity and natural gas. It operates through the following segments: Wisconsin; Illinois; Other States; Electric Transmission; We Power; and Corporate and Other. The Wisconsin segment refers to the electric and gas utility operations. The Illinois segment deals with natural gas utility and non-utility activities. The Other States segment pertains to natural gas operations of the firm&#x27;s subsidiaries. The Electric Transmission segment holds interests in state regulatory commissions. The We Power segment consists of subsidiaries that leases out generating facilities. The Corporate and Other segment refers to the firm&#x27;s administrative and holding activities. The company was founded in 1981 and is headquartered in Milwaukee, WI."
WEN,"The Wendy&#x27;s Co. is a hamburger company. It provides hamburgers and related products such as chicken breast sandwiches, nuggets, chili, baked potatoes, french fries, freshly prepared salads, soft drinks, milk, coffee, frosty deserts and kids meals. The company was founded by R. David Thomas on November 15, 1969 and is headquartered in Dublin, OH."
WERN,"Werner Enterprises, Inc. engages in the provision of logistics services. Its activities include transportation of truckload shipments of general commodities in both interstate and intrastate commerce. The company operates through the Truckload and Werner Logistics segments. The Truckload segment consists of one-way truckload and specialized services units such as the medium-to-long haul van fleet which provides a variety of consumer non durable products and other commodities in truckload quantities; the expedited fleet provides time-sensitive truckload services utilizing driver teams; and the regional short-haul fleet which provides comparable truckload van service within geographic regions across the United States. The Werner Logistics segment provides non-trucking services to customers such as truck brokerages which uses contracted carriers to complete customer shipments; freight management that provides full range of single-source logistics management services ad solutions; the intermodal unit that offers rail transportation through alliances with rail and drayage providers as an alternative to truck transportation; and the Werner Global Logistics International the provides complete management off global shipments from origin to destination using a combination of air, ocean, truck and rail transportation modes. The company was founded by Clarence L. Werner in 1956 and is headquartered in Omaha, NE."
WES,"Western Gas Partners LP operates as a limited partnership, which owns, operates, acquires and develops midstream energy assets. It engages in the business of gathering, processing, compressing, treating and transporting natural gas, condensate, natural gas liquids and crude oil. The company was founded in August 2007 and is headquartered in The Woodlands, TX."
WEX,"WEX, Inc. engages in the provision of payment processing and information management solutions. It operates through the following segments: Fleet Solutions; Travel and Corporate Solutions; and Health and Employee Benefit Solutions. The Flight Solutions segment provides customers with fleet vehicle payment processing services. The Travel and Corporate Solutions segment consists of virtual and prepaid products which provides corporate purchasing and payment capabilities that is integrated with customer internal systems to streamline corporate payments, accounts payable and reconciliation process. The Health and Employee Benefit Solutions segment involves healthcare payment products and sales-as-a-services platforms that provides payment capabilities. The company was founded by Parker Poole III and William Richardson in 1983 and is headquartered in South Portland, ME."
WEYS,"Weyco Group, Inc. engages in the design, production, and trade of footwear for men, women, and children. It operates through the following segments: North American Wholesale, North American Retail, and Other. The North American Wholesale segment includes selling products to department stores and specialty shops primarily in the United States and Canada. The North American Retail segment operates online shops and company-owned stores in cities. The Other segment consists of the wholesale and retail operations in Australia, South Africa, Asia Pacific, and Europe. It distributes its products under the following brands: Florsheim, Nunn Bush, Stacy Adams, Bogs, Rafters, and Umi. The company was founded in 1906 and is headquartered in Glendale, WI."
