symbol,content
POR,"Portland General Electric Company is an electric utility that is engaged in the wholesale purchase, transmission, distribution and retail sale of electricity in the State of Oregon. Its service area allocation of approximately 4,000 square miles is located entirely within Oregon and includes approximately 51 incorporated cities, of which Portland and Salem. It has five natural gas-fired generating facilities, which include Port Westward Unit 1 (PW1), Port Westward Unit 2 (PW2), Beaver natural gas-fired generating plant (Beaver), Coyote Springs Unit 1 (Coyote Springs) and Carty natural gas-fired generating plant (Carty). As of December 31, 2016, the Company owned and operated two wind farms, Biglow Canyon Wind Farm (Biglow Canyon) and Tucannon River Wind Farm (Tucannon River). The Company's hydroelectric projects consist of Pelton/Round Butte on the Deschutes River near Madras, Oregon, four plants on the Clackamas River, and one on the Willamette River."
POST,"Post Holdings, Inc. is a consumer packaged goods holding company. The Company operates through four segments, namely, Post Consumer Brands, Michael Foods Group, Active Nutrition and Private Brands. The Company's Post Consumer Brands segment includes the Post Foods branded ready-to-eat cereal operations and the business of MOM Brands. Its Michael Foods Group segment produces and distributes egg products, refrigerated potato products, cheese and other dairy case products, and pasta products. Its Private Brands segment manufactures and distributes organic and conventional private label peanut butter and other nut butters, baking nuts, raisins and other dried fruit, and trail mixes. Its Active Nutrition segment markets and distributes protein beverages and bars under the Premier Protein brand, protein powders and bars under the Dymatize and Supreme Protein brands, and ready-to-drink beverages and other liquid-based solutions under the Joint Juice brand."
POWI,"Power Integrations, Inc. designs, develops and markets analog and mixed-signal integrated circuits (ICs), and other electronic components and circuitry used in high-voltage power conversion. The Company's products are used in power converters that convert electricity from a high-voltage source to the type of power required for downstream use. The Company's ICs used in alternating current (AC)-direct current (DC) power supply convert high-voltage AC from a wall outlet to the low-voltage DC required by electronic devices. The Company offers a range of products, such as TOPSwitch, TinySwitch, LinkSwitch and Hiper families. The Company also offers CapZero and SenZero families. The Company offers a range of high-voltage gate-driver products sold under the SCALE and SCALE-II product-family names. The DPA-Switch family of products is a monolithic high-voltage DC-DC power conversion IC designed specifically for use in distributed power architectures."
POWL,"Powell Industries, Inc. develops design, manufactures and services custom-engineered equipment and systems for the distribution, control and monitoring of electrical energy designed to distribute, control and monitor the flow of electrical energy, and provide protection to motors, transformers and other electrically powered equipment. The Company's principal products include integrated power control room substations (PCRs), custom-engineered modules, electrical houses (E-Houses), traditional and arc-resistant distribution switchgear and control gear, medium-voltage circuit breakers, monitoring and control communications systems, motor control centers and bus duct systems. These products are designed for application voltages ranging from 480 volts to 38,000 volts, and are used in oil and gas refining, offshore oil and gas production, petrochemical, pipeline, terminal, mining and metals, light rail traction power, electric utility, pulp and paper, and other heavy industrial markets."
POWR,"PowerSecure International, Inc. is a provider of products and services to electric utilities and to their commercial, institutional and industrial customers. The Company operates through four segments: Distributed Generation, Solar Energy, Utility Infrastructure and Energy Efficiency. Its Distributed Generation segment manufactures, installs and operates electric generation equipment on site at a facility where the power is used, including commercial, institutional and industrial operations. The Solar Energy segment is operated by its PowerSecure Solar subsidiary. Its Solar Energy systems use photovoltaic (PV) solar panels to provide utilities and their customers with environmentally friendly power to augment their power requirements. The Utility Infrastructure solutions are focused on helping electric utilities design, upgrade and maintain infrastructure that enhances the efficiency of their grid systems. It has over two primary Energy Efficiency product and service offerings."
POZN,"Aralez Pharmaceuticals Inc., formerly POZEN Inc., is a pharmaceutical company. The Company has entered into a license agreement with Sanofi US, for the commercialization of PA8140 and PA32540, now known as YOSPRALA 81/40 and 325/40 (aspirin / omeprazole delayed release tablets). The Company has developed Treximet in collaboration with GlaxoSmithKline (GSK). Treximet has been approved by the FDA for the acute treatment of migraine attacks with or without aura in adults. The Company has developed VIMOVO with AstraZeneca AB (AstraZeneca). VIMOVO is the brand name for a fixed dose combination of the proton pump inhibitor (PPI) esomeprazole magnesium with the non-steroidal anti-inflammatory drug (NSAID) naproxen in a single tablet. The Company is developing a combination of a PPI and aspirin in a single tablet intended to induce fewer gastrointestinal complications compared to an aspirin taken alone in patients at risk for developing aspirin associated gastric ulcers."
PPBI,"Pacific Premier Bancorp, Inc. is a bank holding company. The Company's subsidiary, Pacific Premier Bank (the Bank), is a California state-chartered commercial bank. The Company's principal business is attracting deposits from small and middle market businesses and consumers and investing those deposits together with funds generated from operations and borrowings, primarily in commercial business loans and various types of commercial real estate (CRE) loans. The Company provides banking services within its targeted markets in California to businesses, including the owners and employees of those businesses, professionals, real estate investors and non-profit organizations. Additionally, it provides certain banking services nationwide. It also provides customized cash management, electronic banking services and credit facilities to Home Owners Associations (HOA) and HOA management companies nationwide. It provides the United States Small Business Administration (SBA) loans nationwide."
PPC,"Pilgrim's Pride Corporation is a retail feed store. It is a producer and seller of chicken with operations in the United States, Mexico and Puerto Rico. It is engaged in the production, processing, marketing and distribution of fresh, frozen and value-added chicken products to retailers, distributors and foodservice operators. It offers a range of products to its customers through national and international distribution channels. Its fresh chicken products consist of refrigerated (non-frozen) whole chickens, whole cut-up chickens and selected chicken parts that are either marinated or non-marinated. Its prepared chicken products include ready-to-cook and individually frozen chicken parts, strips, nuggets and patties, some of which are either breaded or non-breaded and either marinated or non-marinated. As of December 25, 2016, the Company marketed its portfolio of fresh, prepared and value-added chicken products across the United States, Mexico and in approximately 80 other countries."
PPG,"PPG Industries, Inc. manufactures and distributes a range of coatings and specialty materials. The Company has three segments: Performance Coatings, Industrial Coatings and Glass. The Performance Coatings segment includes the refinish, aerospace, protective and marine, architectural businesses. The Industrial Coatings segment includes the automotive original equipment manufacturer (OEM), industrial coatings, packaging coatings, coatings services and specialty coatings and materials businesses. The Glass segment includes the North American fiber glass business. The Company's geographical segments include the United States, Canada, Western Europe, Latin America, Central and Eastern Europe, the Middle East, Africa and Asia Pacific. The Company's brands include PPG, GLIDDEN, COMEX, OLYMPIC, DULUX, SIKKENS, PPG PITTSBURGH PAINTS, MULCO, FLOOD, LIQUID NAILS, SICO, CIL, RENNER, TAUBMANS, WHITE KNIGHT, BRISTOL, HOMAX, DEKORAL, TRILAK, GORI, and BONDEX, among others."
PPHM,"Peregrine Pharmaceuticals, Inc. (Peregrine) is a biopharmaceutical company. The Company operates through two segments: Peregrine, which is engaged in the research and development of monoclonal antibodies for the treatment of cancer, and Avid, which is engaged in providing contract manufacturing services for third party customers on a fee-for-service basis while also supporting its internal drug development efforts. Bavituximab is its lead immunotherapy candidate. Bavituximab is a monoclonal antibody that targets and binds to phosphatidylserine (PS), a immunosuppressive molecule that is usually located inside the membrane of healthy cells, but then flips and becomes exposed on the outside of cells in the tumor microenvironment, causing the tumor to evade immune detection. The Company's subsidiary is Avid Bioservices, Inc. (Avid). Avid provides integrated current good manufacturing practices (cGMP) services from cell line development to commercial biomanufacturing."
PPL,"PPL Corporation (PPL) is a utility holding company. Through its subsidiaries, PPL delivers electricity to customers in the United Kingdom, Pennsylvania, Kentucky, Virginia and Tennessee; delivers natural gas to customers in Kentucky, and generates electricity from power plants in Kentucky. PPL operates through U.K. Regulated Segment, Kentucky Regulated Segment and Pennsylvania Regulated Segment. The U.K. Regulated Segment consists of PPL Global, which includes PPL WPD Limited's (WPD) regulated electricity distribution operations, the results of hedging the translation of WPD's earnings from British pound sterling into United States dollars, and certain costs, such as the United States income taxes, administrative costs and allocated financing costs. Kentucky Regulated segment consists of the operations of Louisville Gas and Electric Company (LG&E) and KU Energy LLC (LKE). The Pennsylvania Regulated segment consists of PPL Electric Utilities Corporation (PPL Electric)."
PPO,"Polypore International, Inc. develops and manufactures microporous membranes. The Company offers lithium and lead-acid battery separators that enable mobile and portable energy. It operates two energy storage businesses. Its lithium-ion business focuses on electronics and electric drive vehicle (EDV) applications while its lead-acid business focuses on transportation and industrial applications. Its electronics and electric drive vehicle business offers lithium-ion battery separators to electric drive vehicles, energy storage systems (ESS), portable handheld devices, power tools, and lawn and garden equipment. Its transportation and industrial business offers battery separators for lead-acid, and specialty applications to cars, trucks and motorcycles; golf carts, forklifts and wheelchairs; renewable energy; uninterruptable power supplies, and inverters. It offers the brands, including Celgard electronics and electric drive vehicles and Daramic transportation."
PPS,"Post Properties, Inc. is a self-administrated and self-managed equity real estate investment trust (REIT). The Company's segments include Fully stabilized (same store) communities, which includes apartment communities that have been stabilized for both the current and prior year; Newly stabilized communities, which includes communities that reached stabilized occupancy in the prior year; Lease-up communities, which includes communities that are under development, rehabilitation and in lease-up but were not stabilized by the beginning of the current year, including communities that stabilized during the current year; Acquired communities, which include communities acquired in the current or prior year, and Held for sale and sold communities, which include apartment and mixed-use communities classified as held for sale or sold. Its operating divisions include Post Apartment Management, Post Construction and Property Services, Post Investment Group and Post Corporate Services."
PQ,"PetroQuest Energy, Inc. is an oil and gas company. The Company is engaged in exploratory, development and acquisition activities. The Company has approximately 30 gross exploratory wells and over 30 gross development wells. The Company has reserves in various areas, including East Texas, Gulf Coast Basin and Oklahoma Woodford. Its annual production from East Texas area is approximately 114.1 billions of cubic feet equivalent (Bcfe); Gulf Coast Basin is over 43.9 Bcfe, and Oklahoma Woodford is approximately 20.0 Bcfe. The net production from its East Texas assets averages over 30.4 millions of cubic feet equivalent (MMcfe) per day. Production from Gulf Coast Basin area totals approximately 37.8 MMcfe per day. The average daily production from its Oklahoma-Woodford properties totals over 25 MMcfe per day. The Company sells its oil and natural gas production under fixed or floating market contracts."
PRA,"ProAssurance Corporation (ProAssurance) is a holding company for property and casualty insurance companies. The Company provides professional liability insurance for healthcare professionals and facilities, professional liability insurance for attorneys, liability insurance for medical technology and life sciences risks, and workers' compensation insurance. The Company operates through four segments. The Specialty property and casualty segment includes the Company's professional liability business, and medical technology and life sciences business. The Workers' compensation segment includes its workers' compensation business. Lloyd's Syndicate 1729 (Syndicate 1729) segment includes business of Syndicate 1729, which underwrites risks over a range of property and casualty insurance and reinsurance lines. The Corporate segment includes the Company's investment operations managed at the corporate level and non-premium revenues generated outside of its insurance entities."
PRAA,"PRA Group, Inc. (PRA Group) is a financial and business services company with operations in the Americas and Europe. The Company's primary business is the purchase, collection and management of portfolios of nonperforming loans. The Company operates through the account receivables management segment. It also provides fee-based services, such as vehicle location, skip tracing and collateral recovery for auto lenders, government entities and law enforcement; revenue administration, audit and revenue discovery/recovery services for local government entities; class action claims recovery services and purchases; servicing of consumer bankruptcy accounts in the United States, and contingent collections of nonperforming loans in Europe and South America. The Company's portfolio of nonperforming loans includes a set of accounts that can be categorized by asset type, age and size of account, level of previous collection efforts, payment history, and geography."
PRAH,"PRA Health Sciences, Inc. is a contract research organization. The Company provides outsourced clinical development services to the biotechnology and pharmaceutical industries. The Company offers therapeutic services in areas of pharmaceutical development, including oncology, central nervous system, inflammation and infectious diseases. Its services include data management, statistical analysis, clinical trial management, and regulatory and drug development consulting. It provides its clients with clinical development service offerings, which includes both traditional, project-based Phase I through Phase IV services, as well as embedded and functional outsourcing services. As of December 31, 2016, its clinical development platform included approximately 70 offices across North America, Europe, Asia, Latin America, South Africa, Australia and the Middle East. The Company's service offerings include product registration, strategic solutions and early development services."
PRCP,"Perceptron, Inc. develops, produces and sells a range of automated industrial metrology products and solutions to manufacturing organizations for dimensional gauging, dimensional inspection and three-dimensional (3D) scanning. The Company's products include 3D machine vision solutions, robot guidance, coordinate measuring machines (CMMs), laser scanning and advanced analysis software. The Company's products are categorized as In-Line, Near-Line and Off-Line Measurement Solutions (Measurement Solutions); 3D Scanning Solutions, and Value Added Services. Its In-Line and Near-Line measurement solutions include AutoGauge, AutoFit, AutoScan, AutoGuide and Helix. Its Off-Line measurement solutions include Coord3 and TouchDMIS. Its 3D Scanning Solutions include ScanWorks, ScanR and WheelWorks. Its Value Added Services include training, field service, calibration, launch support services, maintenance agreements and repairs. The Company operates in the Americas, Europe and Asia."
PRFT,"Perficient, Inc. is an information technology and management consulting firm. The Company's solutions include business intelligence and analytics, commerce, content management, custom applications, platform implementations, portals and collaboration, business integration and application program interfaces, management consulting, business process management, and customer relationship management, among others. It provides services to the healthcare (pharma and life sciences), financial services (banking and insurance), retail and consumer goods, automotive and transport products, electronics and computer hardware, telecommunications, manufacturing, business services, and leisure, and media and entertainment markets, among others."
PRGS,"Progress Software Corporation is engaged in application development. The Company operates through three segments: OpenEdge, Data Connectivity and Integration (DCI), and Application Development and Deployment (AppDev). The OpenEdge business segment provides the product enhancements and marketing support to its partner base. It is also focused on providing partners and direct end users with a path to develop and integrate cloud-based applications. Its solutions include Progress OpenEdge and Progress Corticon. The DCI segment is focused on its data assets, including the data integration components of its cloud offerings. Its solutions include Progress DataDirect Connect and Progress DataDirect Cloud. The AppDev business segment is focused on generating customers for its application development assets. Its solutions include Dev Tools, NativeScript, Dev Cloud, Telerik Platform, Test Studio, Sitefinity and Progress Rollbase. Its offerings span Web, mobile and data."
PRGX,"PRGX Global, Inc. (PRGX), together with its subsidiaries, provides recovery audit and spend analytics services. The Company provides recovery audit, procure-to-pay performance improvement, spend analytics and risk management services principally to large businesses and government agencies. The Company operates through three segments: Recovery Audit Services-Americas, Recovery Audit Services-Europe/Asia-Pacific and Adjacent Services. The Recovery Audit Services-Americas segment represents recovery audit services the Company provides in the United States, Canada and Latin America. The Recovery Audit Services-Europe/Asia-Pacific segment represents recovery audit services it provides in Europe, Asia and the Pacific region. The Adjacent Services segment includes spend analytics (data transformation and cost harmonization), Supplier Information Management (SIM) and Chartered Institute of Purchasing & Supply (CIPS) Sustainability Index (CSI)."
PRI,"Primerica Inc. (Primerica) is a distributor of financial products to middle-income households in the United States and Canada. The Company operates through three segments: Term Life Insurance, Investment and Savings Products, and Corporate and Other Distributed Products. The Term Life Insurance segment includes underwriting profits on its in-force book of term life insurance policies, net of reinsurance, which are underwritten by its life insurance company subsidiaries. The Investment and Savings Products segment includes retail and managed mutual funds, and annuities distributed through licensed broker-dealer subsidiaries and includes segregated funds, an individual annuity savings product that it underwrites in Canada through Primerica Life Insurance Company of Canada (Primerica Life Canada). In the United States, it distributes mutual fund and annuity products of various third-party companies. It also earns fees for account servicing on a subset of the mutual funds it distributes."
PRIM,"Primoris Services Corporation is a holding company. The Company holds various subsidiaries, through which it operates as a specialty contractor and infrastructure company. The Company provides a range of construction, fabrication, maintenance, replacement, water and wastewater, and engineering services to public utilities, petrochemical companies, energy companies, municipalities, state departments of transportation and other customers. It operates in three segments: the West Construction Services segment (West segment), the East Construction Services segment (East segment) and the Energy segment. The Company installs, replaces, repairs and rehabilitates natural gas, refined product, water and wastewater pipeline systems; large diameter gas and liquid pipeline facilities, and heavy civil projects, earthwork and site development."
PRK,"Park National Corporation (Park) is a financial holding company. Park's principal business consists of owning and supervising its subsidiaries. Park's banking operations are conducted through The Park National Bank (Park National Bank). Its segments include Park National Bank, Guardian Financial Services Company (Guardian Finance) and SE Property Holdings, LLC (SEPH). Park National Bank is a national banking association with its main office in Newark, Ohio and financial service offices in Ashland, Athens, Butler, Champaign, Clark, Clermont, Coshocton, Crawford, Darke, Hocking, Holmes, Knox, Licking, Madison, Marion, Mercer, Miami, Morrow, Muskingum, Perry, Richland, Tuscarawas, Warren and Wayne Counties in Ohio. Guardian Finance provides consumer finance services in the central Ohio area. SEPH has operations in Ohio, with the sole purpose of such operations being to sell other real estate owned and work out or sell problem loan situations with the respective borrowers."
PRKR,"ParkerVision, Inc. is engaged in the designing, developing and marketing of its radio frequency (RF) technologies and products. The Company's business is focused on the development and marketing of its RF technologies for mobile and other wireless applications. Its products include a modulator/demodulator component that incorporates its technologies, as well as a small number of supporting components that are used in the assembly of wireless devices. Its products are used in wireless communication products and applications. In addition, it offers engineering design and consulting services to third parties to assist them in developing and testing products. Its technologies represent methods for processing RF waveforms in wireless applications. Its technologies apply to both transmit and receive functions of transmitters, receivers and transceivers. A portion of its transmit technology is marketed as Direct2Power (d2p) and its receiver technology is marketed as Direct2Data (d2d)."
PRLB,"Proto Labs, Inc. is an e-commerce driven digital manufacturer of on-demand three dimensional (3D) printed, computer numerical control (CNC) machined and injection-molded custom parts for prototyping and short-run production. The Company's geographic segments include the United States, Europe and Japan. The Company targets its products to the product developers and engineers who use 3D computer-aided design (3D CAD) software to design products across a range of end markets. Its product lines include Injection Molding, CNC Machining and 3D Printing. Its Injection Molding product line is used for prototype, on-demand and short-run production. Its CNC Machining product line uses commercially available CNC machines to cut plastic or metal blocks into one or more custom parts based on the 3D CAD model uploaded by the product developer or engineer. Its 3D Printing product line includes stereolithography (SL), selective laser sintering (SLS) and direct metal laser sintering (DMLS) processes."
PRMW,"Primo Water Corporation (Primo) provides multi-gallon purified bottled water, self-service refill water and water dispensers. The Company's products are sold through various retailers in the United States and Canada. It operates through two segments: Primo Water (Water) and Primo Dispensers (Dispensers). The Water segment consists of the sale of multi-gallon purified bottled water (Exchange) and its self-service filtered drinking water (Refill). The Dispensers segment sells water dispensers that are designed to dispense Primo and other dispenser-compatible bottled water. As of December 31, 2016, its products were offered in the United States and in Canada at over 46,000 combined retail locations. Exchange and Refill provide consumers the ability of either exchanging empty bottles and purchasing full bottles or refilling the empty bottles at any participating retailer. The Company sources three- and five-gallon water bottles from various independent vendors for use in Exchange."
PROV,"Provident Financial Holdings, Inc. is the holding company of Provident Savings Bank, F.S.B. (the Bank). The Bank is a federally chartered stock savings bank. The Company operates through two segments: Provident Bank and Provident Bank Mortgage (PBM). The Bank's operations primarily consist of accepting deposits from customers within the communities surrounding the Bank's full service offices and investing those funds in single-family loans, multi-family loans, commercial real estate loans, construction loans, commercial business loans, consumer loans and other mortgage loans. PBM operations primarily consist of the origination, purchase and sale of mortgage loans secured by single-family residences. The Bank is a financial services company committed to serving consumers and small to mid-sized businesses in the Inland Empire region of Southern California. The Bank offers business checking accounts, other business banking services and services loans for others."
PRPH,"ProPhase Labs, Inc. manufactures, markets and distributes a range of homeopathic and healthcare products. The Company is engaged in the research and development of over-the-counter (OTC) drugs and natural base health products, including supplements, personal care and cosmeceutical products. The Company's products include TK Supplements and ORXx Complete. TK Supplements consists of LEGENDZ XL, a male sexual enhancement; TRIPLE EDGE XL, a daily energy and stamina booster, and SUPER PROSTAFLOW plus, a supplement to support prostate and urinary health. The Company's OTC offerings include the ORXx cough/cold drops. Its consumer health customers include national wholesalers and distributors, as well as independent and chain food, drug and mass merchandise stores and pharmacies."
PRSC,"The Providence Service Corporation (Providence) is a holding company. The Company, through its subsidiaries, is engaged in the provision of healthcare and workforce development services for public and private sector entities. The Company's segments include Non-Emergency Transportation Services (NET Services), Workforce Development Services (WD Services) and Matrix Investment. NET Services segment includes nationwide provider of non-emergency medical transportation programs for state governments and managed care organizations. WD Services segment is a global provider of employment preparation and placement and legal offender rehabilitation services to eligible participants of government sponsored programs. Matrix Investment segment includes minority interest in nationwide provider of in-home care optimization and management solutions, including comprehensive health assessments (CHAs), to members of managed care organizations, accounted for as an equity method investment."
PRSN,"Immobiliere Parisienne de la Perle et des Pierres Precieuses SA is a France-based holding company engaged in real estate operations. As of December 31, 2008, SAIP owns 99% of SNC Croix des Petits Champs, a company which owns a building in Rue Croix des Petits Champs in Paris, and 72% of Villa Pradon SA, a company which owns properties based in Madagascar. As of December 31, 2008, the Company is 96.62%-owned by Electricite et Eaux de Madagascar."
PRSS,"CafePress Inc. is an online retailer of personalized products offering various gifts and accessories, including t-shirts and apparel, mugs and drinkware, and home goods, such as custom shower curtains and bed coverings. The Company conducts its business on its primary United States-based domain, CafePress.com, and also operates CafePress branded Websites for the markets in the United Kingdom, Canada and Australia. It also sells CafePress branded products through other online retail partners. Its products are customized with designs contributed through various means, including crowd-sourced user generated content, stock art licenses and licensed content relationships with entertainment companies and brands. Its facility in Louisville, Kentucky has technology and manufacturing processes that enables it to provide customized products that are individually built to order. The Company's processes enable it to produce a range of merchandise."
PRTO,"Proteon Therapeutics, Inc. is a late-stage biopharmaceutical company, which focuses on the development of pharmaceuticals to address the needs of patients with renal and vascular disease. The Company is involved in research and development activities. The Company's product candidate, product candidate, vonapanitase, formerly PRT-201, is a recombinant human elastase that it is developing to manage vascular access failure in patients with chronic kidney disease undergoing or planning for hemodialysis, a lifesaving treatment that cannot be conducted without a functioning vascular access. The Company has completed Phase II trial of vonapanitase in patients undergoing creation of an arteriovenous fistula (AVF). The Company initiated the first of two Phase III trials, PATENCY-1, for vonapanitase in radiocephalic AVFs. Its vonapanitase product candidate is a recombinant human elastase under development as a treatment to prevent AVF and arteriovenous graft (AVG) patency loss."
PRTS,"U.S. Auto Parts Network, Inc. is an online provider of automotive aftermarket parts and repair information. The Company is an online provider of aftermarket auto parts, including collision parts, engine parts, and performance parts and accessories. The Company operates through two segments: Base USAP, which is an auto parts business, and AutoMD, an online automotive repair source. The Company's Websites provide customers with a range of stock keeping units (SKUs) with detailed product descriptions, attributes and photographs. The Company's product database maps its SKUs to product applications based on vehicle makes, models and years. The Company primarily sells its products to individual consumers through its network of Websites and online marketplaces. The Company classifies its products into various categories, including collision parts serving the body repair segment, engine parts to serve the replacement/wear parts market, and performance parts and accessories."
PRU,"Prudential Financial, Inc., is a financial services company. The Company, through its subsidiaries, offers a range of financial products and services, which includes life insurance, annuities, retirement-related services, mutual funds and investment management. The Company's operations consists of four divisions, which together encompass seven segments. The U.S. Retirement Solutions and Investment Management division consists of Individual Annuities, Retirement and Asset Management segments. The U.S. Individual Life and Group Insurance division consists of Individual Life and Group Insurance segments. The International Insurance division consists of International Insurance segment. The Closed Block division consists of Closed Block segment. The Company has operations in the United States, Asia, Europe and Latin America."
PRXL,"PAREXEL International Corporation (PAREXEL) is a biopharmaceutical outsourcing services company. The Company provides a range of expertise in clinical research, clinical logistics, medical communications, consulting, commercialization, and technology products and services to pharmaceutical, biotechnology and medical device industries. Its segments include Clinical Research Services (CRS), PAREXEL Consulting Services (PC) and PAREXEL Informatics (PI). The CRS segment includes various phases of clinical research from first-in-man trials, where a medicinal entity is tested on human subjects for the first time, through post-marketing studies, following approval by the presiding regulatory body. The PC segment provides technical expertise and advice in areas, such as strategy, drug development, regulatory affairs, strategic compliance and targeted communications services in support of product launch. The Company's PI segment provides information technology solutions."
PSA,"Public Storage is a real estate investment trust (REIT). The Company's principal business activities include the ownership and operation of self-storage facilities, which offer storage spaces for lease, generally on a month-to-month basis, for personal and business use, ancillary activities, such as merchandise sales and tenant reinsurance to the tenants at its self-storage facilities, as well as the acquisition and development of additional self-storage space. The Company's segments include Self-Storage Operations, Ancillary Operations, Investment in PS Business Parks, Inc. (PSB) and Investment in Shurgard Europe. As of December 31, 2016, the Company had direct and indirect equity interests in 2,348 self-storage facilities (with approximately 154 million net rentable square feet) located in 38 states in the United States operating under the Public Storage name."
PSB,"PS Business Parks, Inc. is a self-advised and self-managed real estate investment trust (REIT). The Company owns, operates and develops commercial properties, primarily multi-tenant flex, office and industrial parks. It focuses on owning concentrated business parks. PS Business Parks, L.P. (the Operating Partnership) is a California limited partnership, which owns directly or indirectly substantially all of its assets and through, which the Company conducts substantially all of its business. PSB is the partner of the Operating Partnership and, as of December 31, 2016, owned 77.9% of the common partnership units. The remaining common partnership units are owned by Public Storage (PS). As of December 31, 2016, the Company owned and operated 28.1 million rentable square feet of commercial space, comprising 99 business parks, in the states, including California, Texas, Virginia, Florida, Maryland and Washington. It also manages 684,000 rentable square feet on behalf of PS."
PSDV,"pSivida Corp. develops drug delivery products primarily for the treatment of chronic eye diseases. The Company operates through the biotechnology sector segment. The Company has developed three products for treatment of back-of-the-eye diseases, which include Medidur for posterior segment uveitis, its lead product candidate that is in pivotal Phase III clinical trials; ILUVIEN for diabetic macular edema (DME), its lead licensed product that is sold in the United States and European Union (EU) countries, and Retisert. Medidur is designed to treat chronic non-infectious uveitis affecting the posterior segment of the eye (posterior segment uveitis). ILUVIEN is an injectable micro-insert that provides treatment of DME from a single injection. Retisert is an implant that provides treatment of posterior segment uveitis. Its product development program is focused on utilizing its two technology platforms, Durasert and Tethadur, to deliver drugs and biologics to treat chronic diseases."
PSEC,"Prospect Capital Corporation is a financial services company. The Company primarily lends to and invests in middle market privately held companies. The Company is a closed-end investment company. Its investment objective is to generate both current income and long-term capital appreciation through debt and equity investments. The Company invests primarily in senior and subordinated debt and equity of private companies in need of capital for acquisitions, divestitures, growth, development, recapitalizations and other purposes. The Company makes investments, including lending in private equity sponsored transactions, lending directly to companies not owned by private equity firms, control investments in corporate operating companies, control investments in financial companies, investments in structured credit, real estate investments, investments in syndicated debt, aircraft leasing and online lending. The Company is managed by its investment advisor, Prospect Capital Management L.P."
PSG,"Old PSG Wind-down Ltd, formerly Performance Sports Group Ltd, is a Canada-based company, which is engaged in the design, manufacture and distribution of performance sports equipment for ice hockey, roller hockey, baseball and softball, lacrosse, as well as related apparel and accessories, including soccer apparel. Its segments include Hockey, Baseball/Softball and Other Sports. The Hockey segment includes the Bauer and Mission brands. The Baseball/Softball segment includes the Easton and Combat brands. Its Other Sports includes the Lacrosse and Soccer operating segments, which includes the Maverik and Cascade brands for Lacrosse, and the Inaria brand for Soccer. The ice hockey products include skates, helmets, protective gear, sticks, team apparel and accessories. The roller hockey products include skates, helmets, protective gear, sticks and accessories. The baseball and softball products include bats, gloves, helmets, protective gear, apparel and accessories."
PSIX,"Power Solutions International, Inc. is a producer and distributor of a range of low-emission power systems that run on non-diesel fuels, such as natural gas, propane and gasoline. The Company's industrial power systems are used by original equipment manufacturers (OEMs) in a range of industries with a diversified set of applications, including stationary electricity generators, oil and gas equipment, forklifts, aerial work platforms, industrial sweepers, arbor equipment, agricultural and turf equipment, aircraft ground support equipment, construction and irrigation equipment, and other industrial equipment. The Company provides alternative fuel power systems for OEMs of off-highway industrial equipment and on-road medium trucks and busses. In addition to its emission-certified power systems, the Company produces and distributes non-emission-certified power systems for industrial OEMs for particular applications in markets without emission standards."
PSMT,"PriceSmart, Inc., through its subsidiaries, is engaged in the international operation of membership shopping in warehouse clubs. In addition, the Company operates distribution centers and offices in the United States. The Company's segments include the United States, Central America, the Caribbean and Colombia. The Company owns and operates the United States-style membership shopping warehouse clubs in Latin America and the Caribbean. It offers private label consumer goods to individuals and businesses. The Company offers three types of memberships, such as Business, Diamond and in Costa Rica Platinum memberships. It promotes Business membership through its marketing programs and offers certain merchandise targeted to businesses, such as restaurants, hotels, convenience stores, offices and institutions. The Diamond membership is focused on individuals and families. The Company offers Platinum memberships in Costa Rica."
PSTB,"Park Sterling Corporation is a holding company for Park Sterling Bank (the Bank). The Bank is a North Carolina-chartered commercial non-member bank. The Company provides banking services to small and medium-sized businesses, real estate owners, residential builders, institutions, professionals and consumers doing business or residing within its target markets. It provides a range of banking products, including personal, business and non-profit checking accounts, interest on lawyer trust accounts (IOLTA), individual retirement accounts, business and personal money market accounts, time deposits, overdraft protection, safe deposit boxes, and online and mobile banking. Its wealth management activities include investment management, private banking, personal trust and investment brokerage services. Its cash management activities include remote deposit capture, lockbox services, sweep accounts, purchasing cards, automated clearing house (ACH) and wire payments."
PSX,"Phillips 66 is an energy manufacturing and logistics company with midstream, chemicals, refining, and marketing and specialties businesses. The Company operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment gathers, processes, transports and markets natural gas, and transports, stores, fractionates and markets natural gas liquids (NGLs) in the United States. The Chemicals segment consists of its equity investment in Chevron Phillips Chemical Company LLC (CPChem), which manufactures and markets petrochemicals and plastics. The Refining segment buys, sells and refines crude oil and other feedstocks at refineries in the United States and Europe. The M&S segment purchases for resale and markets refined petroleum products, such as gasolines, distillates and aviation fuels, primarily in the United States and Europe, as well as includes the manufacturing and marketing of specialty products, and power generation operations."
